"from","to","edge_type"
"ELK4","NCAPH2","tf_regulation"
"YY1","PCSK1","tf_regulation"
"FOXP3","PRR20C","tf_regulation"
"CUX1","SLC6A5","tf_regulation"
"SOX2","ZFPM1","tf_regulation"
"PAX2","LOX","tf_regulation"
"TFAP2C","PSMG2","tf_regulation"
"TCF4","PRL","tf_regulation"
"GATA4","CENPT","tf_regulation"
"ALK","CYP2D6","receptor_regulation"
"SETDB1","ZNF343","tf_regulation"
"EGFR","STRA6","receptor_regulation"
"ETV4","MYBL2","tf_regulation"
"TP53","HEPHL1","tf_regulation"
"EGR1","HIVEP1","tf_regulation"
"KDM5B","ELOVL3","tf_regulation"
"ELF1","PPP4C","tf_regulation"
"SPI1","RASGRP2","tf_regulation"
"EGR1","TTC7A","tf_regulation"
"NR2F2","C17orf99","tf_regulation"
"NFIA","METTL3","tf_regulation"
"TP63","LDLRAP1","tf_regulation"
"STAT1","THSD1P1","tf_regulation"
"TAL1","AKAP8L","tf_regulation"
"STAT2","SCRT2","tf_regulation"
"ZNF263","SOX12","tf_regulation"
"NANOG","ACAT1","tf_regulation"
"ETS1","TARDBP","tf_regulation"
"EN1","SYNJ2BP","tf_regulation"
"PCGF2","CBLB","tf_regulation"
"ZFX","ZNF341","tf_regulation"
"NR1H3","TGIF1","tf_regulation"
"EBF1","KIAA1147","tf_regulation"
"POU2F2","SLC44A2","tf_regulation"
"SETDB1","TDP1","tf_regulation"
"ZNF148","FXYD3","tf_regulation"
"STAT3","SNRNP200","tf_regulation"
"PPARG","DDX39B","tf_regulation"
"TCF4","CLEC4D","tf_regulation"
"MAZ","GRM4","tf_regulation"
"PRDM16","VANGL2","tf_regulation"
"E2F6","MYOCD","tf_regulation"
"STAT3","STEAP4","tf_regulation"
"SMAD4","PICALM","tf_regulation"
"ETV4","MAP7D3","tf_regulation"
"E2F1","METTL8","tf_regulation"
"ETS1","BOD1L1","tf_regulation"
"HINFP","FOXQ1","tf_regulation"
"NR2F2","APOC3","tf_regulation"
"RXRA","ACTR3","tf_regulation"
"BHLHE40","SEH1L","tf_regulation"
"SP1","AP2A2","tf_regulation"
"FOXC1","MEOX1","tf_regulation"
"NFYA","RNFT2","tf_regulation"
"ALX1","PAK3","tf_regulation"
"BACH1","MAP1LC3C","tf_regulation"
"MAX","CFAP43","tf_regulation"
"TCF4","BEST2","tf_regulation"
"ZBTB16","STIL","tf_regulation"
"FOXA1","PSD4","tf_regulation"
"SOX2","FGFR1OP2","tf_regulation"
"FOSL2","ZER1","tf_regulation"
"NRF1","MAP6D1","tf_regulation"
"GATA3","TTC21B","tf_regulation"
"HNF4A","MRPL51","tf_regulation"
"STAT5A","CALHM2","tf_regulation"
"FOXP1","BET1L","tf_regulation"
"TCF3","PCDHGA11","tf_regulation"
"STAT1","CEP164","tf_regulation"
"MAZ","GPR146","tf_regulation"
"MAFF","HNRNPF","tf_regulation"
"ELK1","BRCA2","tf_regulation"
"NR3C1","SEC24A","tf_regulation"
"PPARG","VWA1","tf_regulation"
"USF2","SLC45A3","tf_regulation"
"ETS2","MIR4297","tf_regulation"
"ESR1","TXK","receptor_regulation"
"SP1","KLHL26","tf_regulation"
"DMRT1","IGFBP5","tf_regulation"
"JUND","HTR7P1","tf_regulation"
"ZNF263","POLR2F","tf_regulation"
"GABPA","EEF1E1","tf_regulation"
"LHX1","CEP135","tf_regulation"
"HSF1","MRPL18","tf_regulation"
"KDM5B","ADAMTS2","tf_regulation"
"SMAD3","ID3","tf_regulation"
"TET1","THAP4","tf_regulation"
"STAT5A","ARHGAP1","tf_regulation"
"PBX3","TMEM154","tf_regulation"
"POU1F1","LYVE1","tf_regulation"
"LEF1","CREB3L2","tf_regulation"
"MYC","MIR3118-1","tf_regulation"
"IRF4","KCNA2","tf_regulation"
"PDX1","TMEM9B","tf_regulation"
"TCF3","MIR4290","tf_regulation"
"ETS1","RNASEK","tf_regulation"
"JUN","NCOA7","tf_regulation"
"TCF4","USP7","tf_regulation"
"YY1","RRBP1","tf_regulation"
"CEBPB","HSP90B1","tf_regulation"
"MAX","HES1","tf_regulation"
"ZFX","PRSS45","tf_regulation"
"NRL","GALNT13","tf_regulation"
"CEBPB","PLEKHG2","tf_regulation"
"ZBTB7A","UBQLN1","tf_regulation"
"ERBB3","PPP2R2B","receptor_regulation"
"SOX4","RHBDF1","tf_regulation"
"MYC","OCM","tf_regulation"
"KDM5B","SND1","tf_regulation"
"TBX5","DDX5","tf_regulation"
"FOXA1","SIGLEC1","tf_regulation"
"TFAP2A","PSCA","tf_regulation"
"POU2F1","UBL4B","tf_regulation"
"MYC","ZBTB37","tf_regulation"
"MYBL1","OIP5","tf_regulation"
"MAFA","EYA2","tf_regulation"
"NRF1","CEMP1","tf_regulation"
"EBF1","PAG1","tf_regulation"
"CEBPB","GPR55","tf_regulation"
"ELK4","ACIN1","tf_regulation"
"KDM5B","FBXW11","tf_regulation"
"DMRT1","TMPRSS2","tf_regulation"
"YY1","TRERF1","tf_regulation"
"XBP1","PPFIBP1","tf_regulation"
"MAX","SPTBN1","tf_regulation"
"FOXM1","SLU7","tf_regulation"
"MYBL2","METTL17","tf_regulation"
"ZNF281","PDE9A","tf_regulation"
"TP53","ERP29","tf_regulation"
"TCF3","BTBD3","tf_regulation"
"MEF2C","CENPU","tf_regulation"
"SETDB1","ZNF212","tf_regulation"
"FOXO1","BAZ2A","tf_regulation"
"GATA1","PXMP4","tf_regulation"
"E2F1","SOX11","tf_regulation"
"ZNF263","FOXO4","tf_regulation"
"HLF","CACNG2","tf_regulation"
"LTBR","GEMIN5","receptor_regulation"
"USF2","SF3A1","tf_regulation"
"ETS2","LGALS4","tf_regulation"
"ATF2","DCP1A","tf_regulation"
"HNF4A","MIR4669","tf_regulation"
"SP1","POLR2J4","tf_regulation"
"E2F1","OR10A2","tf_regulation"
"MXI1","GSK3A","tf_regulation"
"WT1","BCL7C","tf_regulation"
"MXI1","OR6C1","tf_regulation"
"ZNF217","PDZD8","tf_regulation"
"HOXA5","TTC38","tf_regulation"
"FGFR2","TSPAN33","receptor_regulation"
"BHLHE40","SLC22A18","tf_regulation"
"REL","HIVEP2","tf_regulation"
"PPARG","RRP9","tf_regulation"
"GFI1B","FAM173A","tf_regulation"
"RUNX3","GDF7","tf_regulation"
"FLI1","RFX2","tf_regulation"
"ETV4","PDE2A","tf_regulation"
"FOXC1","TCTEX1D4","tf_regulation"
"FGFR1","ITGAX","receptor_regulation"
"MAZ","ZFP62","tf_regulation"
"CREB1","GEM","tf_regulation"
"TP53","PROX1","tf_regulation"
"TEAD1","PDE6A","tf_regulation"
"ZNF263","SLC16A3","tf_regulation"
"SRF","AAK1","tf_regulation"
"ERG","STK10","tf_regulation"
"NFKB2","XIAP","tf_regulation"
"MYC","MIR708","tf_regulation"
"E2F6","MIR21","tf_regulation"
"ALK","TRMT6","receptor_regulation"
"JUND","ICAM3","tf_regulation"
"CEBPB","H2AFV","tf_regulation"
"SP1","PPP6R3","tf_regulation"
"MYC","POLE3","tf_regulation"
"ARID3A","FBXL4","tf_regulation"
"SP1","ZNF260","tf_regulation"
"IRF1","NAT8B","tf_regulation"
"MAX","NLGN2","tf_regulation"
"HES3","LPIN1","tf_regulation"
"ATF3","IZUMO4","tf_regulation"
"YY1","VSIG4","tf_regulation"
"JUN","LSM2","tf_regulation"
"YY1","TMEM41B","tf_regulation"
"EBF1","SNTB2","tf_regulation"
"JUN","CTNNAL1","tf_regulation"
"ZNF143","ARMC6","tf_regulation"
"YY1","WNK4","tf_regulation"
"STAT5A","CDC42EP3","tf_regulation"
"HSF1","VRK3","tf_regulation"
"RUNX3","HEATR5A","tf_regulation"
"TCF12","CNOT3","tf_regulation"
"IRF4","SEPT5-GP1BB","tf_regulation"
"BACH1","RIPK4","tf_regulation"
"FLI1","PABPC1","tf_regulation"
"GATA1","PSME4","tf_regulation"
"CEBPB","DBNL","tf_regulation"
"YY1","LOXL2","tf_regulation"
"POU5F1","PRKRIP1","tf_regulation"
"GATA1","RAP1A","tf_regulation"
"CEBPA","ALDH1A2","tf_regulation"
"ESRRG","DHX8","tf_regulation"
"MAX","STX11","tf_regulation"
"IRF1","RPA1","tf_regulation"
"TFAP2C","AGAP11","tf_regulation"
"RELA","PXYLP1","tf_regulation"
"SETDB1","PPRC1","tf_regulation"
"NKX2-1","TGIF1","tf_regulation"
"ZEB1","LXN","tf_regulation"
"YY1","ACOT11","tf_regulation"
"EGR1","FAM136A","tf_regulation"
"MYOG","RBM33","tf_regulation"
"CEBPA","AAMP","tf_regulation"
"MAFK","TUBA3FP","tf_regulation"
"HNF4A","BTBD1","tf_regulation"
"MYOD1","DARS","tf_regulation"
"ATF1","SLC44A1","tf_regulation"
"ZBTB7A","B4GALNT3","tf_regulation"
"HMGN3","TPTEP1","tf_regulation"
"JUND","SCNN1A","tf_regulation"
"JUNB","TTYH3","tf_regulation"
"GATA3","CLEC11A","tf_regulation"
"NFIA","BTG1","tf_regulation"
"ESRRA","ADAM15","tf_regulation"
"HNF1A","MSC","tf_regulation"
"GATA4","CNNM2","tf_regulation"
"FOXA1","EIF3M","tf_regulation"
"YY1","ZFAT","tf_regulation"
"GATA6","PRKCI","tf_regulation"
"JUND","DDAH1","tf_regulation"
"TP53","CDKAL1","tf_regulation"
"MITF","CNPY1","tf_regulation"
"TFAP2C","HOXD4","tf_regulation"
"RELA","UBE2I","tf_regulation"
"ZNF143","MSH4","tf_regulation"
"E2F4","NMT2","tf_regulation"
"FOXF2","MBNL2","tf_regulation"
"BHLHE40","RBM4B","tf_regulation"
"GATA2","IGSF9B","tf_regulation"
"PAX4","ELK1","tf_regulation"
"ESR1","TCOF1","receptor_regulation"
"THAP1","PLEKHA8","tf_regulation"
"CUX1","GART","tf_regulation"
"FOS","DDIT4","tf_regulation"
"FOXA2","KCNQ1","tf_regulation"
"NFE2L2","ABCC5","tf_regulation"
"SP1","AGXT","tf_regulation"
"ZNF143","BMP6","tf_regulation"
"FOXA1","CYP2J2","tf_regulation"
"NR5A1","KLHL40","tf_regulation"
"MAX","FOXA2","tf_regulation"
"ZBTB20","TM9SF1","tf_regulation"
"LHX8","FAM47E","tf_regulation"
"MAZ","BCAM","tf_regulation"
"STAT5A","MIR19B1","tf_regulation"
"MYBL2","DLK1","tf_regulation"
"SMAD4","GPC6","tf_regulation"
"MITF","SMARCD2","tf_regulation"
"USF1","TMPO","tf_regulation"
"SRF","FN1","tf_regulation"
"NFE2","ZBTB20","tf_regulation"
"TCF3","RNASE4","tf_regulation"
"FOXA2","GALC","tf_regulation"
"EGFR","SYNPO2L","receptor_regulation"
"ZNF384","C1QBP","tf_regulation"
"SALL4","PRKCI","tf_regulation"
"RFX5","RHOT2","tf_regulation"
"MYBL2","ZNF408","tf_regulation"
"SP1","ACTL6B","tf_regulation"
"RUNX1","HCFC1R1","tf_regulation"
"SOX9","VDAC1","tf_regulation"
"FOXM1","SMPD4","tf_regulation"
"SREBF1","CCDC146","tf_regulation"
"E2F1","TMEM37","tf_regulation"
"ATF3","SPOP","tf_regulation"
"HOXB4","CS","tf_regulation"
"STAT5B","IFNG","tf_regulation"
"RUNX3","TJP1","tf_regulation"
"GATA2","DOCK7","tf_regulation"
"JUND","SNTA1","tf_regulation"
"MYOD1","GJB1","tf_regulation"
"NFKB1","GSK3B","tf_regulation"
"TBP","DPH6","tf_regulation"
"TGFBR1","LYSMD1","receptor_regulation"
"PPARG","GMFG","tf_regulation"
"STAT5B","NTF4","tf_regulation"
"SP1","SRP72","tf_regulation"
"MXI1","ZSCAN9","tf_regulation"
"ELF1","FBXW4","tf_regulation"
"PPARD","RGS10","tf_regulation"
"KLF11","NAT16","tf_regulation"
"EOMES","GATC","tf_regulation"
"TFAP2A","AAMDC","tf_regulation"
"SMAD4","DNM3","tf_regulation"
"EGR1","TRIM62","tf_regulation"
"ESRRB","OSBPL11","tf_regulation"
"SPI1","AMN1","tf_regulation"
"TCF12","HOXC11","tf_regulation"
"CEBPZ","SHARPIN","tf_regulation"
"GATA2","ERCC8","tf_regulation"
"ZBTB7A","MAGI2-AS3","tf_regulation"
"PAX2","MRPL39","tf_regulation"
"REST","SLC25A25","tf_regulation"
"SIX5","PALB2","tf_regulation"
"ZNF143","TMEM189-UBE2V1","tf_regulation"
"MAX","GALNS","tf_regulation"
"STAT6","ZMIZ2","tf_regulation"
"GABPA","RBM23","tf_regulation"
"CEBPB","FADS3","tf_regulation"
"EBF1","PLA1A","tf_regulation"
"YY1","FEM1C","tf_regulation"
"SNAI1","ECM1","tf_regulation"
"GATA1","SYT8","tf_regulation"
"IRF1","AURKB","tf_regulation"
"TAL1","BATF2","tf_regulation"
"DNMT1","RPA2","tf_regulation"
"ELF3","COL18A1","tf_regulation"
"NFATC4","SNW1","tf_regulation"
"ELF1","ACADS","tf_regulation"
"STAT5A","ZBTB20","tf_regulation"
"PITX2","ZSWIM8","tf_regulation"
"ESRRA","TOMM5","tf_regulation"
"ELF1","SLC20A1","tf_regulation"
"MYB","TLN1","tf_regulation"
"FLI1","SLC52A1","tf_regulation"
"USF1","ZNF175","tf_regulation"
"GTF2B","GFPT1","tf_regulation"
"ZKSCAN1","MANF","tf_regulation"
"PBX3","SPN","tf_regulation"
"CREB1","B3GNT2","tf_regulation"
"MYOG","PDGFC","tf_regulation"
"FOXP3","MRPS6P4","tf_regulation"
"FLI1","FAM111B","tf_regulation"
"ZNF384","FAM103A1","tf_regulation"
"SETDB1","ZFP36L1","tf_regulation"
"ZNF263","ARIH2","tf_regulation"
"MYC","PMS2","tf_regulation"
"NFIC","MIR3605","tf_regulation"
"MAZ","SPAG16","tf_regulation"
"HMGN3","UTP23","tf_regulation"
"ZNF263","UBR3","tf_regulation"
"EGR1","CTCFL","tf_regulation"
"EPHA4","NRDE2","receptor_regulation"
"NR1I2","USHBP1","tf_regulation"
"CREB1","EBNA1BP2","tf_regulation"
"BHLHE40","SIAH2","tf_regulation"
"AR","KIDINS220","receptor_regulation"
"PPARG","MFSD2A","tf_regulation"
"CEBPB","MDFIC","tf_regulation"
"NFIC","GTF2H3","tf_regulation"
"EBF1","ZNF213","tf_regulation"
"STAT3","DIDO1","tf_regulation"
"AR","SNORD114-26","receptor_regulation"
"JUN","A2M","tf_regulation"
"JUN","MSH6","tf_regulation"
"JUN","FAM76B","tf_regulation"
"ZNF263","ZDHHC8","tf_regulation"
"MYBL2","ZFAND4","tf_regulation"
"CFTR","MTMR1","receptor_regulation"
"MYCN","ST3GAL1","tf_regulation"
"PPARG","FAM71A","tf_regulation"
"SOX2","MN1","tf_regulation"
"MYOD1","BAZ1B","tf_regulation"
"STAT4","ENPP2","tf_regulation"
"HOXD9","FAM189A2","tf_regulation"
"SIX5","TXNDC9","tf_regulation"
"ZNF263","NMRK2","tf_regulation"
"CEBPB","CLPB","tf_regulation"
"HSF1","MUTYH","tf_regulation"
"STAT1","ARHGAP10","tf_regulation"
"ETS2","MIR3188","tf_regulation"
"RELA","FIS1","tf_regulation"
"TBP","SLC9A3R1","tf_regulation"
"USF2","RAB35","tf_regulation"
"BCL11A","MALAT1","tf_regulation"
"TCF12","AOX1","tf_regulation"
"MAX","CHAC1","tf_regulation"
"SREBF1","SGK1","tf_regulation"
"GABPA","OGT","tf_regulation"
"IKZF1","PRR14L","tf_regulation"
"NFE2L2","RPS6KA3","tf_regulation"
"GATA3","VEPH1","tf_regulation"
"ETS2","CPN2","tf_regulation"
"BATF","INTS4","tf_regulation"
"NR3C1","FGF16","tf_regulation"
"STAT5A","GLCCI1","tf_regulation"
"E2F1","GALNT14","tf_regulation"
"FOXH1","WEE2","tf_regulation"
"CTCF","HRASLS5","tf_regulation"
"EGR1","ANGPT4","tf_regulation"
"TGFBR1","SPEM1","receptor_regulation"
"KLF15","TRIM2","tf_regulation"
"E2F1","GTPBP1","tf_regulation"
"FOS","MIR545","tf_regulation"
"SPI1","GSR","tf_regulation"
"GABPA","ZIK1","tf_regulation"
"ESRRB","EIF4A2","tf_regulation"
"SPI1","AOAH","tf_regulation"
"AHR","CCND1","tf_regulation"
"NFIL3","AREG","tf_regulation"
"SETDB1","JPH2","tf_regulation"
"GATA4","HSD17B6","tf_regulation"
"SON","CST8","tf_regulation"
"FOXF2","THUMPD1","tf_regulation"
"MAFK","MIR223","tf_regulation"
"MEF2C","SLC16A14","tf_regulation"
"NKX3-2","PRAM1","tf_regulation"
"HMGN3","RELN","tf_regulation"
"ELK1","RPS19","tf_regulation"
"LEF1","IP6K2","tf_regulation"
"ELF1","TMEM203","tf_regulation"
"TAL1","TMEM104","tf_regulation"
"SPI1","ZFPL1","tf_regulation"
"ZBTB33","LSG1","tf_regulation"
"CEBPD","RBM26","tf_regulation"
"JUND","TM7SF3","tf_regulation"
"BATF","CEACAM6","tf_regulation"
"TBP","MTM1","tf_regulation"
"STAT1","PCGF2","tf_regulation"
"TAL1","TMEM50A","tf_regulation"
"SP4","WIPI2","tf_regulation"
"GATA1","LHX1","tf_regulation"
"ZBTB7A","TNFAIP8L1","tf_regulation"
"TCF3","MED15","tf_regulation"
"BHLHA15","BUB3","tf_regulation"
"SOX2","MBNL2","tf_regulation"
"FOXP2","EML2","tf_regulation"
"XBP1","PEX5L","tf_regulation"
"NFIB","ZNF746","tf_regulation"
"IRF8","OR9A4","tf_regulation"
"NFYB","EEF1G","tf_regulation"
"GATA2","EPHA2","tf_regulation"
"STAT3","MIR3605","tf_regulation"
"MEF2D","IFI30","tf_regulation"
"MAX","CEND1","tf_regulation"
"STAT5B","SLC26A8","tf_regulation"
"CREB1","SBK3","tf_regulation"
"TAL1","CAT","tf_regulation"
"RELA","ZNF707","tf_regulation"
"JUN","ZCCHC6","tf_regulation"
"SRF","CAPN5","tf_regulation"
"SPI1","AP4M1","tf_regulation"
"YY1","ARNT2","tf_regulation"
"YY1","MIR4470","tf_regulation"
"KLF1","FABP3","tf_regulation"
"MAZ","ATP5E","tf_regulation"
"HNF1A","ISLR","tf_regulation"
"ZEB1","BCL2","tf_regulation"
"RUNX1","SCAND2P","tf_regulation"
"GTF2B","MRPL22","tf_regulation"
"POU5F1","PIGH","tf_regulation"
"RUNX1","PLCE1","tf_regulation"
"JUN","LCA5","tf_regulation"
"MITF","POGLUT1","tf_regulation"
"SRF","DVL2","tf_regulation"
"TCF3","BAHCC1","tf_regulation"
"ATF2","ZNF57","tf_regulation"
"PRDM1","ITGAV","tf_regulation"
"GATA6","XPO6","tf_regulation"
"SP4","TAF5","tf_regulation"
"AR","XXYLT1","receptor_regulation"
"CDX2","HHLA2","tf_regulation"
"CUX1","TNFRSF10A","tf_regulation"
"SOX5","P2RY1","tf_regulation"
"RUNX2","SUGP1","tf_regulation"
"CEBPB","ZDHHC7","tf_regulation"
"IGF1R","GFM1","receptor_regulation"
"NFIC","CATIP","tf_regulation"
"IRF3","SNORA84","tf_regulation"
"STAT1","ZNF160","tf_regulation"
"RFX1","ABL1","tf_regulation"
"TCF7L2","CCDC57","tf_regulation"
"PPARG","CREB3L3","tf_regulation"
"ESR1","RHOC","receptor_regulation"
"ETS2","TONSL","tf_regulation"
"ATF1","CDS2","tf_regulation"
"ESRRG","PPP1R1C","tf_regulation"
"MYBL2","EXD3","tf_regulation"
"SP3","ANLN","tf_regulation"
"CEBPB","COX20","tf_regulation"
"GFI1B","LRRC58","tf_regulation"
"CTCF","MIR5188","tf_regulation"
"EN1","OR9A2","tf_regulation"
"NFIC","SNORD116-3","tf_regulation"
"LEF1","ZNF488","tf_regulation"
"KLF9","PELO","tf_regulation"
"ZBTB33","SMAD3","tf_regulation"
"SPI1","UBE2Z","tf_regulation"
"MAX","HEXA","tf_regulation"
"TFAP2C","SLC6A3","tf_regulation"
"SREBF2","HMGCS1","tf_regulation"
"EGR1","ACOT13","tf_regulation"
"USF2","TSC22D3","tf_regulation"
"RUNX3","CASC1","tf_regulation"
"LEF1","ZNF532","tf_regulation"
"TBP","GTF2H3","tf_regulation"
"POU2F1","TTC19","tf_regulation"
"ZNF217","CELSR2","tf_regulation"
"PAX5","BMP8A","tf_regulation"
"EPHA4","PRB3","receptor_regulation"
"PBX3","RAB40C","tf_regulation"
"STAT3","C1orf116","tf_regulation"
"NFYA","FAM117A","tf_regulation"
"ZNF217","YWHAB","tf_regulation"
"ESRRA","FAM155B","tf_regulation"
"MECP2","OAZ1","tf_regulation"
"LEF1","PEX11G","tf_regulation"
"NR2F2","PCBP4","tf_regulation"
"ATF2","ZNF845","tf_regulation"
"TCF12","DNASE2","tf_regulation"
"EGR1","AP3S1","tf_regulation"
"REST","TAF2","tf_regulation"
"FOXP2","SLC48A1","tf_regulation"
"SOX17","MINPP1","tf_regulation"
"RET","HRG","receptor_regulation"
"RUNX3","STARD5","tf_regulation"
"NFKB1","CDC37","tf_regulation"
"SETDB1","HSDL2","tf_regulation"
"MAZ","GRAP","tf_regulation"
"ZNF143","MATN1","tf_regulation"
"STAT3","KAT2B","tf_regulation"
"TP53","NDUFB7","tf_regulation"
"TEAD1","FGF13","tf_regulation"
"TAL1","TMEM129","tf_regulation"
"STAT1","NEURL4","tf_regulation"
"TBP","SCRT1","tf_regulation"
"ZNF143","FBXL7","tf_regulation"
"ELF1","IL24","tf_regulation"
"E4F1","CA10","tf_regulation"
"ELF1","GFPT2","tf_regulation"
"NR1H2","CAMK2B","tf_regulation"
"MTF2","BRINP2","tf_regulation"
"KLF4","IFITM3","tf_regulation"
"SMAD4","ATP2B2","tf_regulation"
"DRD2","GSK3A","receptor_regulation"
"JUN","RAB11FIP1","tf_regulation"
"ETS2","MTUS2","tf_regulation"
"USF1","CLTC","tf_regulation"
"TP63","ADRM1","tf_regulation"
"FOXP2","RABGAP1","tf_regulation"
"MXI1","DYNLL1","tf_regulation"
"ARID3A","ZNF621","tf_regulation"
"ETS1","BAMBI","tf_regulation"
"CEBPD","RHPN1-AS1","tf_regulation"
"STAT1","BRCA1","tf_regulation"
"TAL1","ANKRD45","tf_regulation"
"USF1","STT3B","tf_regulation"
"HSF1","CGGBP1","tf_regulation"
"NFYB","ANKRD17","tf_regulation"
"E2F1","HIST4H4","tf_regulation"
"FOS","IPCEF1","tf_regulation"
"GLIS2","GRHL1","tf_regulation"
"ELF1","SERPINF1","tf_regulation"
"YY1","CDK9","tf_regulation"
"REST","FAM114A2","tf_regulation"
"TFAP2A","CYP26A1","tf_regulation"
"GATA3","MGRN1","tf_regulation"
"NFATC3","SIGLEC5","tf_regulation"
"ARX","HNRNPH3","tf_regulation"
"STAT3","BTBD9","tf_regulation"
"CRX","MCC","tf_regulation"
"YY1","UFSP2","tf_regulation"
"EGR1","TNFAIP3","tf_regulation"
"EGFR","MAP1B","receptor_regulation"
"MYC","PDE4D","tf_regulation"
"GATA3","DDHD2","tf_regulation"
"PDX1","ZNF787","tf_regulation"
"E2F6","LYSMD2","tf_regulation"
"ETS1","FMO4","tf_regulation"
"E2F6","CYP2R1","tf_regulation"
"ERG","ELOVL2","tf_regulation"
"CREM","PWP1","tf_regulation"
"ETS2","NAALADL2","tf_regulation"
"FOXM1","ASPHD2","tf_regulation"
"SETDB1","CNEP1R1","tf_regulation"
"MAX","NAA50","tf_regulation"
"ESR1","CHURC1","receptor_regulation"
"NFKB1","ZBTB14","tf_regulation"
"ZBTB7A","GNG13","tf_regulation"
"HMGN3","MIS18A","tf_regulation"
"GFI1","TCFL5","tf_regulation"
"HOXB8","STAT5B","tf_regulation"
"RELB","RGS14","tf_regulation"
"TCF3","STK32C","tf_regulation"
"SPI1","RAB9B","tf_regulation"
"FOXA2","OCRL","tf_regulation"
"MET","PARD3B","receptor_regulation"
"ERBB3","MME","receptor_regulation"
"CTCF","TSC1","tf_regulation"
"NFKB1","KY","tf_regulation"
"MYB","MC4R","tf_regulation"
"CEBPD","LMO7","tf_regulation"
"ARNT","SCAPER","tf_regulation"
"SREBF1","PRDM12","tf_regulation"
"RUNX3","IQCK","tf_regulation"
"USF1","ZC3H6","tf_regulation"
"FOS","LAPTM4A","tf_regulation"
"FOXP3","ARL5B","tf_regulation"
"ELK1","NUP214","tf_regulation"
"CEBPD","TLX2","tf_regulation"
"ZNF143","LHFPL1","tf_regulation"
"IRF4","AP4M1","tf_regulation"
"ZKSCAN1","ARFGAP3","tf_regulation"
"AHR","ZGPAT","tf_regulation"
"ATF2","RELT","tf_regulation"
"GATA1","PPP1R9B","tf_regulation"
"ZNF263","B3GNT5","tf_regulation"
"PPARG","OR52B4","tf_regulation"
"MAX","PTCD3","tf_regulation"
"MEF2A","LSM14B","tf_regulation"
"FOXD3","SLC22A13","tf_regulation"
"RUNX3","PA2G4","tf_regulation"
"GATA1","TEX9","tf_regulation"
"POU2F1","OR9K2","tf_regulation"
"KDR","LARP4B","receptor_regulation"
"PPARD","COX8A","tf_regulation"
"SETDB1","COA5","tf_regulation"
"THAP1","ATL3","tf_regulation"
"MAFK","UBOX5","tf_regulation"
"GATA1","PFDN2","tf_regulation"
"CEBPB","APLF","tf_regulation"
"POU2F2","METTL8","tf_regulation"
"HNF4A","LENG9","tf_regulation"
"REPIN1","SKI","tf_regulation"
"MYLK","CYP46A1","receptor_regulation"
"USF1","PPIH","tf_regulation"
"FOXJ1","SMAD1","tf_regulation"
"TCF12","TOB2P1","tf_regulation"
"RUNX3","HYAL2","tf_regulation"
"KLF4","LOC283335","tf_regulation"
"MAX","ENPP2","tf_regulation"
"MYBL2","UROS","tf_regulation"
"ETS1","CD79B","tf_regulation"
"RELA","SLC35F2","tf_regulation"
"NR3C1","TMEM245","tf_regulation"
"STAT5B","C1QTNF1","tf_regulation"
"USF2","RFX7","tf_regulation"
"POU5F1","OGFOD1","tf_regulation"
"E2F4","TMEM8A","tf_regulation"
"ZNF263","TOMM7","tf_regulation"
"HNF4A","ZNF710","tf_regulation"
"STAT5A","NF2","tf_regulation"
"FOXC1","RBM3","tf_regulation"
"NR5A1","PLCH1","tf_regulation"
"STAT4","FGF10","tf_regulation"
"TCF7L2","ZBTB20","tf_regulation"
"JUN","MAP7D1","tf_regulation"
"ELK4","INVS","tf_regulation"
"MEF2A","SLC7A2","tf_regulation"
"SPI1","IL17RD","tf_regulation"
"PITX2","JRK","tf_regulation"
"FLI1","SLC35C2","tf_regulation"
"LEF1","MLLT3","tf_regulation"
"CREB1","ADCY5","tf_regulation"
"TCF7L2","RCN3","tf_regulation"
"NFYA","PHF20L1","tf_regulation"
"STAT1","MAD2L1BP","tf_regulation"
"MEF2A","MRPS31","tf_regulation"
"PCGF2","IFITM1","tf_regulation"
"ESR1","KLHL10","receptor_regulation"
"TAL1","CRB3","tf_regulation"
"GATA2","TRAF3IP2","tf_regulation"
"MYOD1","AGRN","tf_regulation"
"ERBB2","MAN2B2","receptor_regulation"
"FOXM1","MIR150","tf_regulation"
"MAFK","GRK7","tf_regulation"
"HOXD9","SEMA3E","tf_regulation"
"LMX1B","SMARCA1","tf_regulation"
"TP53","CD82","tf_regulation"
"CTCF","IYD","tf_regulation"
"USF2","C19orf25","tf_regulation"
"FOXC1","MIR3180-2","tf_regulation"
"ELF3","PHLDA2","tf_regulation"
"RUNX3","TEX10","tf_regulation"
"E2F1","PDE2A","tf_regulation"
"ZNF384","LOC389247","tf_regulation"
"TCF3","TCEAL1","tf_regulation"
"RFX5","FAM102A","tf_regulation"
"MAX","CTSG","tf_regulation"
"PPARA","DUSP10","tf_regulation"
"ZEB1","PLEKHB1","tf_regulation"
"GTF2B","GMEB1","tf_regulation"
"HSF1","CDK3","tf_regulation"
"FOXP1","WDR31","tf_regulation"
"AHR","NOP14","tf_regulation"
"SP1","ASF1B","tf_regulation"
"MET","BMPR2","receptor_regulation"
"GABPA","SRSF11","tf_regulation"
"EBF1","ARL1","tf_regulation"
"MAFK","HOXD1","tf_regulation"
"HNF1A","NR2F1","tf_regulation"
