"from","to","edge_type"
"LTB","TNFRSF1A","directional"
"PTN","PLXNB2","directional"
"CTSG","GP1BA","directional"
"CTSG","F2RL2","directional"
"GDF6","BMPR1B","directional"
"GDF9","BMPR1B","directional"
"IL2","NGFR","directional"
"WNT7A","FZD9","directional"
"KITLG","EPOR","directional"
"TNC","PTPRB","directional"
"HSPG2","FGFR1","directional"
"NLGN3","TGFBR1","directional"
"IL24","NOTCH2","directional"
"HSPG2","FGFR3","directional"
"LRRC4C","NTNG2","directional"
"CALM1","GLP2R","directional"
"VTN","TNFRSF11B","undirectional"
"NID1","ITGAV","directional"
"LRPAP1","LDLR","directional"
"VWF","TNFRSF11B","directional"
"HSPG2","ITGA2","directional"
"LAMA1","ITGA2","directional"
"HLA-E","CD8A","directional"
"HLA-G","CD8A","directional"
"SEMA3F","NRP1","directional"
"SEMA3C","NRP1","directional"
"PGF","NRP2","directional"
"UCN3","IL10RB","directional"
"UCN2","IL10RB","directional"
"SEMA3B","NRP2","directional"
"COPA","MTNR1B","directional"
"TNFSF13","TNFRSF11B","directional"
"NPPC","NPR3","directional"
"GPHA2","GPR1","directional"
"CALCA","RAMP2","directional"
"APP","BMPR1B","directional"
"NPFF","F2RL2","directional"
"HCRT","F2RL2","directional"
"UTS2","F2RL2","directional"
"AGT","F2RL2","directional"
"KNG1","F2RL2","directional"
"GNRH1","F2RL2","directional"
"OXT","F2RL2","directional"
"AVP","F2RL2","directional"
"GCG","F2RL2","directional"
"GAST","F2RL2","directional"
"ANXA1","F2RL2","directional"
"APP","F2RL2","directional"
"EDN1","F2RL2","directional"
"CCK","F2RL2","directional"
"GRP","F2RL2","directional"
"NMB","F2RL2","directional"
"NPS","F2RL2","directional"
"SAA1","F2RL2","directional"
"EDN3","F2RL2","directional"
"TAC1","F2RL2","directional"
"PMCH","F2RL2","directional"
"TRH","F2RL2","directional"
"EDN2","F2RL2","directional"
"NTS","F2RL2","directional"
"XCL1","F2RL2","directional"
"NMU","F2RL2","directional"
"PROK1","F2RL2","directional"
"QRFP","F2RL2","directional"
"KISS1","F2RL2","directional"
"NMS","F2RL2","directional"
"UTS2B","F2RL2","directional"
"PROK2","F2RL2","directional"
"XCL2","F2RL2","directional"
"GHRL","F2RL2","directional"
"TAC3","F2RL2","directional"
"PSPN","GFRA2","directional"
"ARTN","GFRA2","directional"
"CCL21","CXCR6","directional"
"CXCL11","CXCR6","directional"
"CCL25","CXCR6","directional"
"CXCL13","CXCR6","directional"
"AGT","CXCR6","directional"
"C3","CXCR6","directional"
"C5","CXCR6","directional"
"KNG1","CXCR6","directional"
"POMC","CXCR6","directional"
"PENK","CXCR6","directional"
"PDYN","CXCR6","directional"
"PPY","CXCR6","directional"
"NPY","CXCR6","directional"
"PPBP","CXCR6","directional"
"PF4","CXCR6","directional"
"CXCL10","CXCR6","directional"
"ANXA1","CXCR6","directional"
"APP","CXCR6","directional"
"SAA1","CXCR6","directional"
"PYY","CXCR6","directional"
"CCL5","CXCR6","directional"
"CXCL2","CXCR6","directional"
"CXCL3","CXCR6","directional"
"PMCH","CXCR6","directional"
"GAL","CXCR6","directional"
"CXCL5","CXCR6","directional"
"CXCL12","CXCR6","directional"
"NMU","CXCR6","directional"
"SST","CXCR6","directional"
"CCL20","CXCR6","directional"
"CXCL6","CXCR6","directional"
"CXCL9","CXCR6","directional"
"PNOC","CXCR6","directional"
"NMS","CXCR6","directional"
"NPW","CXCR6","directional"
"NPB","CXCR6","directional"
"RLN3","CXCR6","directional"
"CCL19","CXCR6","directional"
"CCL28","CXCR6","directional"
"HEBP1","CXCR6","directional"
"APLN","CXCR6","directional"
"CCL27","CXCR6","directional"
"INSL5","CXCR6","directional"
"CCL22","ACKR2","directional"
"APP","ACKR2","directional"
"CCL3L3","ACKR2","directional"
"CCL17","ACKR2","directional"
"FASLG","TNFRSF10B","directional"
"SOST","NRP1","directional"
"HLA-E","PLXNB2","directional"
"EFNA2","EPHB6","directional"
"EFNA1","EPHB6","directional"
"EFNA3","EPHB6","directional"
"EFNA4","EPHB6","directional"
"EFNA5","EPHB6","directional"
"CXCL13","GALR2","directional"
"AGT","GALR2","directional"
"C3","GALR2","directional"
"C5","GALR2","directional"
"KNG1","GALR2","directional"
"POMC","GALR2","directional"
"PENK","GALR2","directional"
"PDYN","GALR2","directional"
"PPY","GALR2","directional"
"NPY","GALR2","directional"
"PPBP","GALR2","directional"
"PF4","GALR2","directional"
"CXCL10","GALR2","directional"
"ANXA1","GALR2","directional"
"APP","GALR2","directional"
"SAA1","GALR2","directional"
"PYY","GALR2","directional"
"CCL5","GALR2","directional"
"CXCL2","GALR2","directional"
"CXCL3","GALR2","directional"
"PMCH","GALR2","directional"
"CXCL5","GALR2","directional"
"CXCL12","GALR2","directional"
"NMU","GALR2","directional"
"SST","GALR2","directional"
"CCL20","GALR2","directional"
"CXCL6","GALR2","directional"
"CXCL9","GALR2","directional"
"PNOC","GALR2","directional"
"NMS","GALR2","directional"
"NPW","GALR2","directional"
"NPB","GALR2","directional"
"RLN3","GALR2","directional"
"CCL19","GALR2","directional"
"CXCL16","GALR2","directional"
"CCL28","GALR2","directional"
"HEBP1","GALR2","directional"
"APLN","GALR2","directional"
"CCL27","GALR2","directional"
"INSL5","GALR2","directional"
"UTS2","HCRTR1","directional"
"F2","HCRTR1","directional"
"AGT","HCRTR1","directional"
"KNG1","HCRTR1","directional"
"GNRH1","HCRTR1","directional"
"OXT","HCRTR1","directional"
"AVP","HCRTR1","directional"
"GCG","HCRTR1","directional"
"NPY","HCRTR1","directional"
"GAST","HCRTR1","directional"
"ANXA1","HCRTR1","directional"
"APP","HCRTR1","directional"
"EDN1","HCRTR1","directional"
"CCK","HCRTR1","directional"
"GRP","HCRTR1","directional"
"NMB","HCRTR1","directional"
"NPS","HCRTR1","directional"
"SAA1","HCRTR1","directional"
"EDN3","HCRTR1","directional"
"TAC1","HCRTR1","directional"
"PMCH","HCRTR1","directional"
"TRH","HCRTR1","directional"
"EDN2","HCRTR1","directional"
"NTS","HCRTR1","directional"
"XCL1","HCRTR1","directional"
"NMU","HCRTR1","directional"
"PROK1","HCRTR1","directional"
"QRFP","HCRTR1","directional"
"KISS1","HCRTR1","directional"
"NMS","HCRTR1","directional"
"UTS2B","HCRTR1","directional"
"PROK2","HCRTR1","directional"
"XCL2","HCRTR1","directional"
"GHRL","HCRTR1","directional"
"TAC3","HCRTR1","directional"
"UTS2","HCRTR2","directional"
"F2","HCRTR2","directional"
"AGT","HCRTR2","directional"
"KNG1","HCRTR2","directional"
"GNRH1","HCRTR2","directional"
"OXT","HCRTR2","directional"
"AVP","HCRTR2","directional"
"GCG","HCRTR2","directional"
"GAST","HCRTR2","directional"
"ANXA1","HCRTR2","directional"
"APP","HCRTR2","directional"
"EDN1","HCRTR2","directional"
"CCK","HCRTR2","directional"
"GRP","HCRTR2","directional"
"NMB","HCRTR2","directional"
"NPS","HCRTR2","directional"
"SAA1","HCRTR2","directional"
"EDN3","HCRTR2","directional"
"TAC1","HCRTR2","directional"
"PMCH","HCRTR2","directional"
"TRH","HCRTR2","directional"
"EDN2","HCRTR2","directional"
"NTS","HCRTR2","directional"
"XCL1","HCRTR2","directional"
"NMU","HCRTR2","directional"
"PROK1","HCRTR2","directional"
"QRFP","HCRTR2","directional"
"KISS1","HCRTR2","directional"
"NMS","HCRTR2","directional"
"UTS2B","HCRTR2","directional"
"PROK2","HCRTR2","directional"
"XCL2","HCRTR2","directional"
"GHRL","HCRTR2","directional"
"TAC3","HCRTR2","directional"
"GDNF","GFRA3","directional"
"NRTN","GFRA3","directional"
"AGT","GALR3","directional"
"C3","GALR3","directional"
"C5","GALR3","directional"
"KNG1","GALR3","directional"
"POMC","GALR3","directional"
"PENK","GALR3","directional"
"PDYN","GALR3","directional"
"PPY","GALR3","directional"
"NPY","GALR3","directional"
"PPBP","GALR3","directional"
"PF4","GALR3","directional"
"CXCL10","GALR3","directional"
"ANXA1","GALR3","directional"
"APP","GALR3","directional"
"SAA1","GALR3","directional"
"PYY","GALR3","directional"
"CCL5","GALR3","directional"
"CXCL2","GALR3","directional"
"CXCL3","GALR3","directional"
"PMCH","GALR3","directional"
"CXCL5","GALR3","directional"
"CXCL12","GALR3","directional"
"NMU","GALR3","directional"
"SST","GALR3","directional"
"CCL20","GALR3","directional"
"CXCL6","GALR3","directional"
"CXCL9","GALR3","directional"
"PNOC","GALR3","directional"
"NMS","GALR3","directional"
"NPW","GALR3","directional"
"NPB","GALR3","directional"
"RLN3","GALR3","directional"
"CCL19","GALR3","directional"
"CXCL16","GALR3","directional"
"CCL28","GALR3","directional"
"HEBP1","GALR3","directional"
"APLN","GALR3","directional"
"CCL27","GALR3","directional"
"INSL5","GALR3","directional"
"AVP","RAMP1","directional"
"POMC","RAMP1","directional"
"CGA","RAMP1","directional"
"TSHB","RAMP1","directional"
"FSHB","RAMP1","directional"
"LHB","RAMP1","directional"
"PTH","RAMP1","directional"
"GCG","RAMP1","directional"
"VIP","RAMP1","directional"
"GHRH","RAMP1","directional"
"RLN2","RAMP1","directional"
"CRH","RAMP1","directional"
"GIP","RAMP1","directional"
"SCT","RAMP1","directional"
"NPS","RAMP1","directional"
"PTHLH","RAMP1","directional"
"ADCYAP1","RAMP1","directional"
"ADM","RAMP1","directional"
"INSL3","RAMP1","directional"
"RLN3","RAMP1","directional"
"PTH2","RAMP1","directional"
"AVP","RAMP2","directional"
"POMC","RAMP2","directional"
"CGA","RAMP2","directional"
"TSHB","RAMP2","directional"
"FSHB","RAMP2","directional"
"LHB","RAMP2","directional"
"PTH","RAMP2","directional"
"GCG","RAMP2","directional"
"VIP","RAMP2","directional"
"GHRH","RAMP2","directional"
"RLN2","RAMP2","directional"
"CRH","RAMP2","directional"
"GIP","RAMP2","directional"
"SCT","RAMP2","directional"
"NPS","RAMP2","directional"
"CALCB","RAMP2","directional"
"PTHLH","RAMP2","directional"
"ADCYAP1","RAMP2","directional"
"INSL3","RAMP2","directional"
"ADM2","RAMP2","directional"
"RLN3","RAMP2","directional"
"PTH2","RAMP2","directional"
"TNF","PLXNA2","directional"
"SEMA6D","PLXNA2","directional"
"GPHA2","PLXNA2","directional"
"APOE","SDC3","directional"
"APOB","SDC3","directional"
"TNC","SDC3","directional"
"WNT1","FZD7","directional"
"WNT3A","FZD7","directional"
"WNT5A","LRP5","directional"
"LIPH","LRP5","directional"
"AGT","ATP6AP2","directional"
"GSTP1","ATRN","directional"
"APP","IL18RAP","directional"
"F2","NTSR2","directional"
"AGT","NTSR2","directional"
"KNG1","NTSR2","directional"
"GNRH1","NTSR2","directional"
"OXT","NTSR2","directional"
"AVP","NTSR2","directional"
"GCG","NTSR2","directional"
"GAST","NTSR2","directional"
"ANXA1","NTSR2","directional"
"APP","NTSR2","directional"
"EDN1","NTSR2","directional"
"CCK","NTSR2","directional"
"GRP","NTSR2","directional"
"NMB","NTSR2","directional"
"NPS","NTSR2","directional"
"SAA1","NTSR2","directional"
"EDN3","NTSR2","directional"
"TAC1","NTSR2","directional"
"PMCH","NTSR2","directional"
"TRH","NTSR2","directional"
"EDN2","NTSR2","directional"
"XCL1","NTSR2","directional"
"NMU","NTSR2","directional"
"PROK1","NTSR2","directional"
"QRFP","NTSR2","directional"
"KISS1","NTSR2","directional"
"NMS","NTSR2","directional"
"UTS2B","NTSR2","directional"
"PROK2","NTSR2","directional"
"XCL2","NTSR2","directional"
"GHRL","NTSR2","directional"
"TAC3","NTSR2","directional"
"AVP","GLP2R","directional"
"POMC","GLP2R","directional"
"CGA","GLP2R","directional"
"TSHB","GLP2R","directional"
"FSHB","GLP2R","directional"
"LHB","GLP2R","directional"
"CALCA","GLP2R","directional"
"PTH","GLP2R","directional"
"VIP","GLP2R","directional"
"GHRH","GLP2R","directional"
"RLN2","GLP2R","directional"
"CRH","GLP2R","directional"
"GIP","GLP2R","directional"
"SCT","GLP2R","directional"
"NPS","GLP2R","directional"
"CALCB","GLP2R","directional"
"IAPP","GLP2R","directional"
"PTHLH","GLP2R","directional"
"ADCYAP1","GLP2R","directional"
"ADM","GLP2R","directional"
"INSL3","GLP2R","directional"
"ADM2","GLP2R","directional"
"RLN3","GLP2R","directional"
"PTH2","GLP2R","directional"
"AVP","EGFR","directional"
"TF","EGFR","directional"
"HLA-A","EGFR","directional"
"WNT5A","EGFR","directional"
"COPA","EGFR","directional"
"YARS","EGFR","directional"
"EGF","LDLR","directional"
"AVP","LDLR","directional"
"TF","LDLR","directional"
"HSP90B1","LDLR","directional"
"WNT5A","LDLR","directional"
"TF","CD4","directional"
"APOB","CD4","directional"
"RPS19","CD4","directional"
"WNT5A","CD4","directional"
"ARF1","CD4","directional"
"PDCD1LG2","CD4","directional"
"COPA","CD8A","directional"
"APOB","TFRC","directional"
"WNT5A","TFRC","directional"
"DLK1","TFRC","directional"
"PTDSS1","ERBB2","directional"
"SEMA4D","ERBB2","directional"
"GPI","NTRK1","directional"
"HSP90B1","NTRK1","directional"
"ADCYAP1","NTRK1","directional"
"COPA","NTRK1","directional"
"YARS","NTRK1","directional"
"TGFB3","ITGB3","directional"
"VEGFA","ITGB3","directional"
"COL18A1","ITGB3","directional"
"HGF","INSR","directional"
"LAMB1","ITGAV","directional"
"THBS1","ITGAV","directional"
"TGFB3","ITGAV","directional"
"VEGFA","ITGAV","directional"
"LAMA1","ITGAV","directional"
"COL18A1","ITGAV","directional"
"NOV","ITGAV","directional"
"OMG","NGFR","directional"
"NTS","NGFR","directional"
"PSEN1","NGFR","directional"
"ADAM17","NGFR","directional"
"RTN4","NGFR","directional"
"MMP9","ITGA5","directional"
"CALR","ITGA5","directional"
"COMP","ITGA5","directional"
"YARS","RPSA","directional"
"SAA1","HTR1A","directional"
"PYY","HTR1A","directional"
"CCL5","HTR1A","directional"
"CXCL2","HTR1A","directional"
"CXCL3","HTR1A","directional"
"PMCH","HTR1A","directional"
"GAL","HTR1A","directional"
"CXCL5","HTR1A","directional"
"CXCL12","HTR1A","directional"
"NMU","HTR1A","directional"
"SST","HTR1A","directional"
"CCL20","HTR1A","directional"
"CXCL6","HTR1A","directional"
"CXCL9","HTR1A","directional"
"PNOC","HTR1A","directional"
"NMS","HTR1A","directional"
"NPW","HTR1A","directional"
"NPB","HTR1A","directional"
"RLN3","HTR1A","directional"
"CCL19","HTR1A","directional"
"CXCL16","HTR1A","directional"
"CCL28","HTR1A","directional"
"HEBP1","HTR1A","directional"
"APLN","HTR1A","directional"
"CCL27","HTR1A","directional"
"INSL5","HTR1A","directional"
"VEGFA","PDGFRB","directional"
"HSP90B1","KIT","directional"
"ADAM17","GHR","directional"
"BMP2","FGFR1","directional"
"BMP4","FGFR1","directional"
"FGF22","FGFR1","directional"
"WNT5A","IGF2R","directional"
"NPPC","NPR1","directional"
"PSEN1","NPR1","directional"
"SEMA3A","NPR1","directional"
"LAMA2","ITGB4","directional"
"LAMB2","ITGB4","directional"
"ADCYAP1","TSHR","directional"
"ADM","TSHR","directional"
"INSL3","TSHR","directional"
"ADM2","TSHR","directional"
"RLN3","TSHR","directional"
"PTH2","TSHR","directional"
"TNC","ITGA2","directional"
"LAMC2","ITGA2","directional"
"PSEN1","NPR3","directional"
"COL18A1","FLT1","directional"
"COL18A1","ITGB5","directional"
"ADAM17","TNFRSF1A","directional"
"ADAM17","TNFRSF1B","directional"
"TNC","ITGAX","directional"
"NTS","TACR2","directional"
"XCL1","TACR2","directional"
"NMU","TACR2","directional"
"PROK1","TACR2","directional"
"QRFP","TACR2","directional"
"KISS1","TACR2","directional"
"NMS","TACR2","directional"
"UTS2B","TACR2","directional"
"PROK2","TACR2","directional"
"XCL2","TACR2","directional"
"GHRL","TACR2","directional"
"GAL","FPR1","directional"
"CXCL5","FPR1","directional"
"CXCL12","FPR1","directional"
"NMU","FPR1","directional"
"SST","FPR1","directional"
"CCL20","FPR1","directional"
"CXCL6","FPR1","directional"
"CXCL9","FPR1","directional"
"PNOC","FPR1","directional"
"NMS","FPR1","directional"
"NPW","FPR1","directional"
"NPB","FPR1","directional"
"RLN3","FPR1","directional"
"CCL19","FPR1","directional"
"CXCL16","FPR1","directional"
"CCL28","FPR1","directional"
"HEBP1","FPR1","directional"
"APLN","FPR1","directional"
"CCL27","FPR1","directional"
"INSL5","FPR1","directional"
"EFNB2","EPHA1","directional"
"EFNB1","EPHA1","directional"
"EFNB3","EPHA1","directional"
"GAL","C5AR1","directional"
"CXCL5","C5AR1","directional"
"CXCL12","C5AR1","directional"
"NMU","C5AR1","directional"
"SST","C5AR1","directional"
"CCL20","C5AR1","directional"
"CXCL6","C5AR1","directional"
"CXCL9","C5AR1","directional"
"PNOC","C5AR1","directional"
"NMS","C5AR1","directional"
"NPW","C5AR1","directional"
"NPB","C5AR1","directional"
"RLN3","C5AR1","directional"
"CCL19","C5AR1","directional"
"CXCL16","C5AR1","directional"
"CCL28","C5AR1","directional"
"HEBP1","C5AR1","directional"
"APLN","C5AR1","directional"
"CCL27","C5AR1","directional"
"INSL5","C5AR1","directional"
"NRG4","ERBB3","directional"
"HBEGF","ERBB3","directional"
"ADM","LHCGR","directional"
"INSL3","LHCGR","directional"
"ADM2","LHCGR","directional"
"RLN3","LHCGR","directional"
"PTH2","LHCGR","directional"
"LAMA2","ITGA6","directional"
"LAMA1","ITGA6","directional"
"LAMB2","ITGA6","directional"
"ADM","FSHR","directional"
"INSL3","FSHR","directional"
"ADM2","FSHR","directional"
"RLN3","FSHR","directional"
"PTH2","FSHR","directional"
"NTS","EDNRB","directional"
"XCL1","EDNRB","directional"
"NMU","EDNRB","directional"
"PROK1","EDNRB","directional"
"QRFP","EDNRB","directional"
"KISS1","EDNRB","directional"
"NMS","EDNRB","directional"
"UTS2B","EDNRB","directional"
"PROK2","EDNRB","directional"
"XCL2","EDNRB","directional"
"GHRL","EDNRB","directional"
"TAC3","EDNRB","directional"
"ADM","HRH2","directional"
"INSL3","HRH2","directional"
"ADM2","HRH2","directional"
"RLN3","HRH2","directional"
"PTH2","HRH2","directional"
"CXCL12","CXCR1","directional"
"NMU","CXCR1","directional"
"SST","CXCR1","directional"
"CCL20","CXCR1","directional"
"CXCL9","CXCR1","directional"
"PNOC","CXCR1","directional"
"NMS","CXCR1","directional"
"NPW","CXCR1","directional"
"NPB","CXCR1","directional"
"RLN3","CXCR1","directional"
"CCL19","CXCR1","directional"
"CXCL16","CXCR1","directional"
"CCL28","CXCR1","directional"
"HEBP1","CXCR1","directional"
"APLN","CXCR1","directional"
"CCL27","CXCR1","directional"
"INSL5","CXCR1","directional"
"CXCL12","CXCR2","directional"
"NMU","CXCR2","directional"
"SST","CXCR2","directional"
"CCL20","CXCR2","directional"
"CXCL9","CXCR2","directional"
"PNOC","CXCR2","directional"
"NMS","CXCR2","directional"
"NPW","CXCR2","directional"
"NPB","CXCR2","directional"
"RLN3","CXCR2","directional"
"CCL19","CXCR2","directional"
"CXCL16","CXCR2","directional"
"CCL28","CXCR2","directional"
"HEBP1","CXCR2","directional"
"APLN","CXCR2","directional"
"CCL27","CXCR2","directional"
"INSL5","CXCR2","directional"
"NTS","FPR2","directional"
"CXCL5","FPR2","directional"
"XCL1","FPR2","directional"
"CXCL12","FPR2","directional"
"NMU","FPR2","directional"
"PROK1","FPR2","directional"
"SST","FPR2","directional"
"CCL20","FPR2","directional"
"CXCL6","FPR2","directional"
"QRFP","FPR2","directional"
"CXCL9","FPR2","directional"
"PNOC","FPR2","directional"
"KISS1","FPR2","directional"
"NMS","FPR2","directional"
"UTS2B","FPR2","directional"
"NPW","FPR2","directional"
"NPB","FPR2","directional"
"RLN3","FPR2","directional"
"CCL19","FPR2","directional"
"CXCL16","FPR2","directional"
"PROK2","FPR2","directional"
"CCL28","FPR2","directional"
"XCL2","FPR2","directional"
"GHRL","FPR2","directional"
"TAC3","FPR2","directional"
"APLN","FPR2","directional"
"CCL27","FPR2","directional"
"INSL5","FPR2","directional"
"NTS","EDNRA","directional"
"XCL1","EDNRA","directional"
"NMU","EDNRA","directional"
"PROK1","EDNRA","directional"
"QRFP","EDNRA","directional"
"KISS1","EDNRA","directional"
"NMS","EDNRA","directional"
"UTS2B","EDNRA","directional"
"PROK2","EDNRA","directional"
"XCL2","EDNRA","directional"
"GHRL","EDNRA","directional"
"TAC3","EDNRA","directional"
"NTS","TACR1","directional"
"XCL1","TACR1","directional"
"NMU","TACR1","directional"
"PROK1","TACR1","directional"
"QRFP","TACR1","directional"
"KISS1","TACR1","directional"
"NMS","TACR1","directional"
"UTS2B","TACR1","directional"
"PROK2","TACR1","directional"
"XCL2","TACR1","directional"
"GHRL","TACR1","directional"
"CXCL5","ACKR3","directional"
"NMU","ACKR3","directional"
"SST","ACKR3","directional"
"CCL20","ACKR3","directional"
"CXCL6","ACKR3","directional"
"CXCL9","ACKR3","directional"
"PNOC","ACKR3","directional"
"NMS","ACKR3","directional"
"NPW","ACKR3","directional"
"NPB","ACKR3","directional"
"RLN3","ACKR3","directional"
"CCL19","ACKR3","directional"
"CXCL16","ACKR3","directional"
"CCL28","ACKR3","directional"
"HEBP1","ACKR3","directional"
"APLN","ACKR3","directional"
"CCL27","ACKR3","directional"
"INSL5","ACKR3","directional"
"NTS","F2R","directional"
"XCL1","F2R","directional"
"NMU","F2R","directional"
"PROK1","F2R","directional"
"QRFP","F2R","directional"
"KISS1","F2R","directional"
"NMS","F2R","directional"
"UTS2B","F2R","directional"
"PROK2","F2R","directional"
"XCL2","F2R","directional"
"GHRL","F2R","directional"
"TAC3","F2R","directional"
"CXCL5","NPY1R","directional"
"CXCL12","NPY1R","directional"
"NMU","NPY1R","directional"
"SST","NPY1R","directional"
"CCL20","NPY1R","directional"
"CXCL6","NPY1R","directional"
"CXCL9","NPY1R","directional"
"PNOC","NPY1R","directional"
"NMS","NPY1R","directional"
"NPW","NPY1R","directional"
"NPB","NPY1R","directional"
"RLN3","NPY1R","directional"
"CCL19","NPY1R","directional"
"CXCL16","NPY1R","directional"
"CCL28","NPY1R","directional"
"HEBP1","NPY1R","directional"
"APLN","NPY1R","directional"
"CCL27","NPY1R","directional"
"INSL5","NPY1R","directional"
"COL18A1","ITGA3","directional"
"LAMB2","ITGA3","directional"
"GDF2","ACVR2A","directional"
"CXCL5","HTR1D","directional"
"CXCL12","HTR1D","directional"
"NMU","HTR1D","directional"
"SST","HTR1D","directional"
"CCL20","HTR1D","directional"
"CXCL6","HTR1D","directional"
"CXCL9","HTR1D","directional"
"PNOC","HTR1D","directional"
"NMS","HTR1D","directional"
"NPW","HTR1D","directional"
"NPB","HTR1D","directional"
"RLN3","HTR1D","directional"
"CCL19","HTR1D","directional"
"CXCL16","HTR1D","directional"
"CCL28","HTR1D","directional"
"HEBP1","HTR1D","directional"
"APLN","HTR1D","directional"
"CCL27","HTR1D","directional"
"INSL5","HTR1D","directional"
"CXCL5","HTR1B","directional"
"CXCL12","HTR1B","directional"
"NMU","HTR1B","directional"
"SST","HTR1B","directional"
"CCL20","HTR1B","directional"
"CXCL6","HTR1B","directional"
"CXCL9","HTR1B","directional"
"PNOC","HTR1B","directional"
"NMS","HTR1B","directional"
"NPW","HTR1B","directional"
"NPB","HTR1B","directional"
"RLN3","HTR1B","directional"
"CCL19","HTR1B","directional"
"CXCL16","HTR1B","directional"
"CCL28","HTR1B","directional"
"HEBP1","HTR1B","directional"
"APLN","HTR1B","directional"
"CCL27","HTR1B","directional"
"INSL5","HTR1B","directional"
"NTS","HTR2A","directional"
"XCL1","HTR2A","directional"
"NMU","HTR2A","directional"
"PROK1","HTR2A","directional"
"QRFP","HTR2A","directional"
"KISS1","HTR2A","directional"
"NMS","HTR2A","directional"
"UTS2B","HTR2A","directional"
"PROK2","HTR2A","directional"
"XCL2","HTR2A","directional"
"GHRL","HTR2A","directional"
"TAC3","HTR2A","directional"
"NTS","HTR2C","directional"
"XCL1","HTR2C","directional"
"NMU","HTR2C","directional"
"PROK1","HTR2C","directional"
"QRFP","HTR2C","directional"
"KISS1","HTR2C","directional"
"NMS","HTR2C","directional"
"UTS2B","HTR2C","directional"
"PROK2","HTR2C","directional"
"XCL2","HTR2C","directional"
"GHRL","HTR2C","directional"
"TAC3","HTR2C","directional"
"NTS","NMBR","directional"
"XCL1","NMBR","directional"
"NMU","NMBR","directional"
"PROK1","NMBR","directional"
"QRFP","NMBR","directional"
"KISS1","NMBR","directional"
"NMS","NMBR","directional"
"UTS2B","NMBR","directional"
"PROK2","NMBR","directional"
"XCL2","NMBR","directional"
"GHRL","NMBR","directional"
"TAC3","NMBR","directional"
"EFNB3","EPHA2","directional"
"EFNB3","EPHA3","directional"
"EFNB2","EPHA8","directional"
"EFNB1","EPHA8","directional"
"EFNB3","EPHA8","directional"
"EFNA3","EPHB2","directional"
"EFNA4","EPHB2","directional"
"NTS","TACR3","directional"
"XCL1","TACR3","directional"
"NMU","TACR3","directional"
"PROK1","TACR3","directional"
"QRFP","TACR3","directional"
"KISS1","TACR3","directional"
"NMS","TACR3","directional"
"UTS2B","TACR3","directional"
"PROK2","TACR3","directional"
"XCL2","TACR3","directional"
"GHRL","TACR3","directional"
"NTS","BDKRB2","directional"
"CXCL5","BDKRB2","directional"
"XCL1","BDKRB2","directional"
"CXCL12","BDKRB2","directional"
"NMU","BDKRB2","directional"
"PROK1","BDKRB2","directional"
"SST","BDKRB2","directional"
"CCL20","BDKRB2","directional"
"CXCL6","BDKRB2","directional"
"QRFP","BDKRB2","directional"
"CXCL9","BDKRB2","directional"
"PNOC","BDKRB2","directional"
"KISS1","BDKRB2","directional"
"NMS","BDKRB2","directional"
"UTS2B","BDKRB2","directional"
"NPW","BDKRB2","directional"
"NPB","BDKRB2","directional"
"RLN3","BDKRB2","directional"
"CCL19","BDKRB2","directional"
"CXCL16","BDKRB2","directional"
"PROK2","BDKRB2","directional"
"CCL28","BDKRB2","directional"
"HEBP1","BDKRB2","directional"
"XCL2","BDKRB2","directional"
"GHRL","BDKRB2","directional"
"TAC3","BDKRB2","directional"
"APLN","BDKRB2","directional"
"CCL27","BDKRB2","directional"
"INSL5","BDKRB2","directional"
"ADM","AVPR2","directional"
"WNT5A","AVPR2","directional"
"INSL3","AVPR2","directional"
"ADM2","AVPR2","directional"
"RLN3","AVPR2","directional"
"PTH2","AVPR2","directional"
"NTS","GRPR","directional"
"XCL1","GRPR","directional"
"NMU","GRPR","directional"
"PROK1","GRPR","directional"
"QRFP","GRPR","directional"
"KISS1","GRPR","directional"
"NMS","GRPR","directional"
"UTS2B","GRPR","directional"
"PROK2","GRPR","directional"
"XCL2","GRPR","directional"
"GHRL","GRPR","directional"
"TAC3","GRPR","directional"
"NTS","AGTR1","directional"
"XCL1","AGTR1","directional"
"NMU","AGTR1","directional"
"PROK1","AGTR1","directional"
"QRFP","AGTR1","directional"
"KISS1","AGTR1","directional"
"NMS","AGTR1","directional"
"UTS2B","AGTR1","directional"
"PROK2","AGTR1","directional"
"XCL2","AGTR1","directional"
"GHRL","AGTR1","directional"
"TAC3","AGTR1","directional"
"NTS","OXTR","directional"
"XCL1","OXTR","directional"
"NMU","OXTR","directional"
"PROK1","OXTR","directional"
"QRFP","OXTR","directional"
"KISS1","OXTR","directional"
"NMS","OXTR","directional"
"UTS2B","OXTR","directional"
"PROK2","OXTR","directional"
"XCL2","OXTR","directional"
"GHRL","OXTR","directional"
"TAC3","OXTR","directional"
"CXCL5","SSTR1","directional"
"CXCL12","SSTR1","directional"
"NMU","SSTR1","directional"
"CCL20","SSTR1","directional"
"CXCL6","SSTR1","directional"
"CXCL9","SSTR1","directional"
"PNOC","SSTR1","directional"
"NMS","SSTR1","directional"
"NPW","SSTR1","directional"
"NPB","SSTR1","directional"
"RLN3","SSTR1","directional"
"CCL19","SSTR1","directional"
"CXCL16","SSTR1","directional"
"CCL28","SSTR1","directional"
